WorkerId,HITId,TrialNum,Answer.Rating,Plausibility,Item,Input.trial
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,8,7,plaus,2,The babysitter is scolding the child.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,4,3,implaus,3,The patient is using a stethoscope on the doctor.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,17,6,plaus,4,The fireman is rescuing the grandmother.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,21,7,plaus,5,The dentist is treating the patient.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,11,3,implaus,6,The girl is frightening the ghost.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,10,7,plaus,7,The mother is feeding the baby.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,6,3,implaus,8,The businessman is painting the artist.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,31,6,plaus,9,The groom is carrying the bride.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,41,7,plaus,10,The jester is entertaining the king.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,32,7,implaus,11,The Safari guide is pouncing on the lion.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,19,4,plaus,12,The photographer is taking a picture of the model.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,24,3,implaus,13,The princess is kidnapping the pirate.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,5,7,plaus,14,The priest is blessing the bride.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,18,5,implaus,15,The snorkeler is biting the shark.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,16,6,plaus,16,The professor is lecturing to the student.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,1,1,implaus,17,The woman is biting the vampire.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,7,7,plaus,18,The waiter is serving the customer.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,9,4,implaus,19,The beggar is giving money to the lawyer.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,3,7,implaus,20,The lady is cooking for the chef.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,27,7,plaus,21,The ballerina is dancing for the grandpa.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,29,7,implaus,22,The sportsstar is interviewing the journalist.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,2,7,plaus,23,The judge is sentencing the criminal.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,22,3,implaus,24,The child is pulling the father on the sled.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,15,5,plaus,25,Santa is giving the girl a present.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,37,1,implaus,26,The queen is bowing to the peasant.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,25,7,plaus,27,The lady is applauding the athlete.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,40,7,implaus,28,The son is tying the father's shoes.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,26,7,plaus,29,The thief is stealing the purse from the grandma.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,23,6,plaus,30,The cat is chasing the mouse.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,39,5,implaus,31,The patient is pushing the visitor.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,36,7,plaus,32,The relative is bringing flowers to the patient.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,12,4,implaus,33,The worker is yelling at the boss.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,42,7,plaus,34,The dog is leading the blind person.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,14,5,implaus,35,The woman is preventing the bouncer from entering.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,33,6,plaus,36,The dog is licking the girl on the face.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,30,2,implaus,37,The woman is proposing to the man.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,28,7,plaus,38,The tailor is measuring the princess.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,38,2,implaus,39,The grandmother is saving the lifeguard.
A2M5OXOREG5HYY,33TGB4G0LPHY979JQXI2NQLD6EWTX1,34,2,implaus,40,The lady is opening the door for the chauffeur.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,7,7,plaus,1,The cop is arresting the criminal.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,18,2,implaus,2,The child is scolding the babysitter.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,19,7,plaus,3,The doctor is using a stethoscope on the patient.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,28,1,implaus,4,The grandmother is rescuing the fireman.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,34,1,implaus,5,The patient is treating the dentist.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,5,2,plaus,6,The ghost is frightening the girl.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,30,1,implaus,7,The baby is feeding the mother.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,31,7,plaus,8,The artist is painting the businessman.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,10,5,implaus,9,The bride is carrying the groom.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,15,6,implaus,10,The king is entertaining the jester.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,41,3,plaus,11,The lion is pouncing on the Safari guide.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,23,2,implaus,12,The model is taking a picture of the photographer.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,11,7,plaus,13,The pirate is kidnapping the princess.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,38,1,implaus,14,The bride is blessing the priest.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,29,4,plaus,15,The shark is biting the snorkeler.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,32,2,implaus,16,The student is lecturing to the professor.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,12,5,plaus,17,The vampire is biting the woman.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,20,1,implaus,18,The customer is serving the waiter.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,21,6,plaus,19,The lawyer is giving money to the beggar.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,13,7,plaus,20,The chef is cooking for the lady.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,16,4,implaus,21,The grandpa is dancing for the ballerina.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,6,7,plaus,22,The journalist is interviewng the sportsstar.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,17,1,implaus,23,The criminal is sentencing the judge.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,27,2,plaus,24,The father is pulling the child on the sled.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,9,4,implaus,25,The girl is giving Santa a present.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,22,7,plaus,26,The peasant is bowing to the queen.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,25,5,implaus,27,The athlete is applauding the lady.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,35,7,plaus,28,The father is tying the son's shoes.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,14,2,implaus,29,The grandma is stealing the purse from the thief.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,33,1,implaus,30,The mouse is chasing the cat.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,37,4,plaus,31,The visitor is pushing the patient.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,1,5,implaus,32,The patient is bringing flowers to the relative.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,36,7,plaus,33,The boss is yelling at the worker.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,2,5,implaus,34,The blind person is leading the dog.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,42,7,plaus,35,The bouncer is preventing the woman from entering.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,3,5,implaus,36,The girl is licking the dog on the face.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,24,7,plaus,37,The man is proposing to the woman.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,8,2,implaus,38,The princess is measuring the tailor.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,4,7,plaus,39,The lifeguard is saving the grandmother.
A3F3A89U4ZXJJD,3MVY4USGB6N04C792BDBAB2CGIEIS1,40,2,plaus,40,The chauffeur is opening the door for the lady.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,7,7,plaus,1,The cop is arresting the criminal.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,18,1,implaus,2,The child is scolding the babysitter.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,19,7,plaus,3,The doctor is using a stethoscope on the patient.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,28,1,implaus,4,The grandmother is rescuing the fireman.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,34,1,implaus,5,The patient is treating the dentist.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,5,7,plaus,6,The ghost is frightening the girl.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,30,1,implaus,7,The baby is feeding the mother.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,31,7,plaus,8,The artist is painting the businessman.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,10,2,implaus,9,The bride is carrying the groom.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,15,1,implaus,10,The king is entertaining the jester.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,41,7,plaus,11,The lion is pouncing on the Safari guide.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,23,2,implaus,12,The model is taking a picture of the photographer.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,11,7,plaus,13,The pirate is kidnapping the princess.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,38,7,implaus,14,The bride is blessing the priest.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,29,7,plaus,15,The shark is biting the snorkeler.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,32,1,implaus,16,The student is lecturing to the professor.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,12,7,plaus,17,The vampire is biting the woman.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,20,1,implaus,18,The customer is serving the waiter.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,21,5,plaus,19,The lawyer is giving money to the beggar.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,13,7,plaus,20,The chef is cooking for the lady.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,16,1,implaus,21,The grandpa is dancing for the ballerina.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,6,7,plaus,22,The journalist is interviewng the sportsstar.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,17,1,implaus,23,The criminal is sentencing the judge.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,27,7,plaus,24,The father is pulling the child on the sled.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,9,1,implaus,25,The girl is giving Santa a present.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,22,7,plaus,26,The peasant is bowing to the queen.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,25,3,implaus,27,The athlete is applauding the lady.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,35,7,plaus,28,The father is tying the son's shoes.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,14,1,implaus,29,The grandma is stealing the purse from the thief.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,33,1,implaus,30,The mouse is chasing the cat.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,37,7,plaus,31,The visitor is pushing the patient.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,1,7,implaus,32,The patient is bringing flowers to the relative.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,36,7,plaus,33,The boss is yelling at the worker.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,2,1,implaus,34,The blind person is leading the dog.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,42,7,plaus,35,The bouncer is preventing the woman from entering.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,3,3,implaus,36,The girl is licking the dog on the face.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,24,7,plaus,37,The man is proposing to the woman.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,8,1,implaus,38,The princess is measuring the tailor.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,4,7,plaus,39,The lifeguard is saving the grandmother.
A147F5PJTHOB8A,3TTPFEFXCTKVLJYSPGSN9U55YG4H6N,40,7,plaus,40,The chauffeur is opening the door for the lady.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,5,1,implaus,1,The criminal is arresting the cop.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,35,6,plaus,2,The babysitter is scolding the child.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,20,2,implaus,3,The patient is using a stethoscope on the doctor.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,32,7,plaus,4,The fireman is rescuing the grandmother.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,23,7,plaus,5,The dentist is treating the patient.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,17,2,implaus,6,The girl is frightening the ghost.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,16,7,plaus,7,The mother is feeding the baby.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,26,1,implaus,8,The businessman is painting the artist.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,30,7,plaus,9,The groom is carrying the bride.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,4,7,plaus,10,The jester is entertaining the king.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,38,1,implaus,11,The Safari guide is pouncing on the lion.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,37,7,plaus,12,The photographer is taking a picture of the model.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,24,1,implaus,13,The princess is kidnapping the pirate.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,11,7,plaus,14,The priest is blessing the bride.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,18,1,implaus,15,The snorkeler is biting the shark.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,36,7,plaus,16,The professor is lecturing to the student.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,6,3,implaus,17,The woman is biting the vampire.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,8,7,plaus,18,The waiter is serving the customer.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,2,3,implaus,19,The beggar is giving money to the lawyer.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,41,3,implaus,20,The lady is cooking for the chef.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,19,7,plaus,21,The ballerina is dancing for the grandpa.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,33,2,implaus,22,The sportsstar is interviewing the journalist.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,3,7,plaus,23,The judge is sentencing the criminal.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,39,3,implaus,24,The child is pulling the father on the sled.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,21,7,plaus,25,Santa is giving the girl a present.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,31,1,implaus,26,The queen is bowing to the peasant.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,22,7,plaus,27,The lady is applauding the athlete.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,29,4,implaus,28,The son is tying the father's shoes.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,14,7,plaus,29,The thief is stealing the purse from the grandma.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,25,2,plaus,30,The cat is chasing the mouse.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,9,2,implaus,31,The patient is pushing the visitor.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,7,7,plaus,32,The relative is bringing flowers to the patient.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,13,4,implaus,33,The worker is yelling at the boss.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,34,7,plaus,34,The dog is leading the blind person.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,10,3,implaus,35,The woman is preventing the bouncer from entering.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,28,7,plaus,36,The dog is licking the girl on the face.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,27,6,implaus,37,The woman is proposing to the man.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,42,7,plaus,38,The tailor is measuring the princess.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,40,2,implaus,39,The grandmother is saving the lifeguard.
A1945USNZHTROX,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,1,4,implaus,40,The lady is opening the door for the chauffeur.
A1B1Y6OBCA7XTZ,3TC2K6WK9G2EA7EYZAME64VUFSC28C,33,7,plaus,1,The cop is arresting the criminal.
A1B1Y6OBCA7XTZ,3TC2K6WK9G2EA7EYZAME64VUFSC28C,37,2,implaus,2,The child is scolding the babysitter.
A1B1Y6OBCA7XTZ,3TC2K6WK9G2EA7EYZAME64VUFSC28C,18,7,plaus,3,The doctor is using a stethoscope on the patient.
A1B1Y6OBCA7XTZ,3TC2K6WK9G2EA7EYZAME64VUFSC28C,38,2,implaus,4,The grandmother is rescuing the fireman.
A1B1Y6OBCA7XTZ,3TC2K6WK9G2EA7EYZAME64VUFSC28C,26,2,implaus,5,The patient is treating the dentist.
A1B1Y6OBCA7XTZ,3TC2K6WK9G2EA7EYZAME64VUFSC28C,7,7,plaus,6,The ghost is frightening the girl.
A1B1Y6OBCA7XTZ,3TC2K6WK9G2EA7EYZAME64VUFSC28C,10,2,implaus,7,The baby is feeding the mother.
A1B1Y6OBCA7XTZ,3TC2K6WK9G2EA7EYZAME64VUFSC28C,20,7,plaus,8,The artist is painting the businessman.
